nominal,data,curs
10,01.02.2005,"33,9328"
10,01.01.2005,"33,5271"
10,01.12.2004,"34,1167"
10,01.11.2004,"34,7711"
10,01.10.2004,"35,3008"
10,01.09.2004,"35,3338"
10,01.08.2004,"35,1453"
10,30.07.2004,"35,1453"
10,01.07.2004,"35,0204"
10,01.06.2004,"35,0196"
10,01.05.2004,"34,8968"
10,01.04.2004,"34,4146"
10,01.03.2004,"34,4461"
10,01.02.2004,"34,4222"
10,01.01.2004,"35,5860"
10,01.12.2003,"35,9267"
10,01.11.2003,"36,0748"
10,01.10.2003,"36,9838"
10,01.09.2003,"36,8534"
10,01.08.2003,"36,5569"
10,01.07.2003,"36,6649"
10,01.06.2003,"37,0543"
10,01.05.2003,"37,5740"
10,01.04.2003,"37,9111"
10,01.03.2003,"38,1475"
10,01.02.2003,"38,4484"
10,01.01.2003,"38,3990"
10,01.12.2002,"38,4671"
10,01.11.2002,"38,3473"
10,01.10.2002,"38,2204"
10,01.09.2002,"38,1485"
10,01.08.2002,"37,9863"
10,01.07.2002,"37,9827"
10,01.06.2002,"37,8265"
10,01.05.2002,"37,6903"
10,01.04.2002,"37,5361"
10,01.03.2002,"37,3673"
10,01.02.2002,"37,0744"
10,01.01.2002,"36,4117"
10,01.12.2001,"36,1200"
10,01.11.2001,"35,8800"
10,01.10.2001,"35,5200"
10,01.09.2001,"35,4800"
10,01.08.2001,"35,3600"
10,01.07.2001,"35,1700"
10,01.06.2001,"35,1500"
10,01.05.2001,"34,8300"
10,01.04.2001,"34,7400"
10,01.03.2001,"34,7000"
10,01.02.2001,"34,2700"
10,01.01.2001,"34,0200"
10,01.12.2000,"33,6400"
10,01.11.2000,"33,6200"
10,01.10.2000,"33,5200"
10,01.09.2000,"33,5100"
10,01.08.2000,"33,5800"
10,01.07.2000,"33,9100"
10,01.06.2000,"34,1300"
10,01.05.2000,"34,3400"
10,01.04.2000,"34,3800"
10,01.03.2000,"34,6200"
10,01.02.2000,"34,4900"
10,01.01.2000,"32,6100"
10,01.12.1999,"31,9100"
10,01.11.1999,"31,5200"
10,01.10.1999,"30,3000"
10,01.09.1999,"29,9000"
10,01.08.1999,"29,2500"
10,01.07.1999,"29,2600"
10,01.06.1999,"29,5200"
10,01.05.1999,"29,2700"
10,01.04.1999,"29,2000"
10,01.03.1999,"27,5900"
10,01.02.1999,"27,5100"
10,01.01.1999,"24,9400"
10,01.12.1998,"21,5999"
10,01.11.1998,"19,4013"
10,01.10.1998,"19,4056"
10,01.09.1998,"9,5471"
10,01.08.1998,"7,5339"
10,01.07.1998,"7,4858"
10,01.06.1998,"7,4471"
10,01.05.1998,"7,4086"
10,01.04.1998,"7,3751"
10,01.03.1998,"7,3318"
10,01.02.1998,"7,2779"
10,01.01.1998,"7,1986"
1,01.12.1997,"714,6000"
1,01.11.1997,"710,7200"
1,01.10.1997,"707,3000"
1,01.09.1997,"702,8600"
1,01.08.1997,"699,3700"
1,01.07.1997,"697,3800"
1,01.06.1997,"696,1800"
1,01.05.1997,"694,6400"
1,01.04.1997,"690,1800"
1,01.03.1997,"684,2800"
1,01.02.1997,"678,7000"
1,01.01.1997,"670,0200"
1,01.12.1996,"663,8800"
1,01.11.1996,"657,3500"
1,01.10.1996,"649,9900"
1,01.09.1996,"643,8300"
1,01.08.1996,"623,2400"
1,01.07.1996,"612,5800"
1,01.06.1996,"602,7300"
1,01.05.1996,"593,0400"
1,09.04.1996,"584,9100"
1,01.04.1996,"584,9100"
1,06.03.1996,"579,0200"
1,01.03.1996,"579,0200"
1,12.02.1996,"570,2100"
1,01.02.1996,"570,2100"
1,16.01.1996,"561,2600"
1,01.01.1996,"561,2600"
1,06.12.1995,"550,9400"
1,01.12.1995,"550,9400"
1,01.11.1995,"542,8900"
1,12.10.1995,"539,9400"
1,01.10.1995,"539,9400"
1,11.09.1995,"538,5300"
1,01.09.1995,"538,5300"
1,10.08.1995,"530,6500"
1,01.08.1995,"530,6500"
1,01.07.1995,"549,9300"
1,07.06.1995,"590,3800"
1,01.06.1995,"590,3800"
1,01.05.1995,"617,2900"
1,11.04.1995,"588,3600"
1,01.04.1995,"588,3600"
1,11.03.1995,"550,5600"
1,01.03.1995,"550,5600"
1,01.02.1995,"479,7100"
1,01.01.1995,"429,1100"
1,01.12.1994,"388,8300"
1,01.11.1994,"363,9200"
1,01.10.1994,"332,1200"
1,05.09.1994,"260,1200"
1,08.08.1994,"241,0000"
1,13.07.1994,"234,0000"
1,02.06.1994,"222,0000"
1,10.05.1994,"215,0000"
1,13.04.1994,"205,0000"
1,01.03.1994,"195,1000"
1,01.02.1994,"180,0000"
1,05.01.1994,"429,1100"
1,01.01.1994,"148,6300"
1,01.12.1993,"212,5500"
1,01.10.1993,"202,1100"
1,01.09.1993,"169,9600"
1,01.08.1993,"170,1000"
1,01.07.1993,"182,5000"
1,01.05.1993,"146,9900"
1,01.12.1992,"36,0000"
100,01.11.1992,"9,5600"
100,01.10.1992,"9,6500"
100,01.09.1992,"9,8000"
100,01.08.1992,"10,0600"
100,01.07.1992,"10,1600"
